estacion,parada,linea,ascensor,escaleras,accesible,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,tipoTransporte
PINAR DE CHAMARTIN,1,1,0,0, 1,est_4_263,263.0,PINAR DE CHAMARTIN,N/A,40.480140000000006,-3.6668,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
BAMBU,2,1,1,1, 1,est_4_262,262.0,BAMBU,N/A,40.476820000000004,-3.67637,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
CHAMARTIN,3,1,1,1, 1,est_90_25,25.0,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721,-3.68269,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PLAZA DE CASTILLA,4,1,0,1, 1,est_90_21,21.0,PLAZA DE CASTILLA,Paseo de la Castellana 189,40.4669,-3.6892,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
VALDEACEDERAS,5,1,0,0, 0,est_4_2,2.0,VALDEACEDERAS,N/A,40.464420000000004,-3.69506,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
TETUAN,6,1,0,0, 0,est_4_3,3.0,TETUAN,N/A,40.46055,-3.69825,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ESTRECHO,7,1,0,0, 0,est_4_4,4.0,ESTRECHO,N/A,40.45429,-3.7030199999999995,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ALVARADO,8,1,0,0, 0,est_4_5,5.0,ALVARADO,N/A,40.45033,-3.7033099999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
CUATRO CAMINOS,9,1,1,1, 1,est_4_6,6.0,CUATRO CAMINOS,N/A,40.44697,-3.7039699999999995,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
RIOS ROSAS,10,1,0,0, 0,est_4_7,7.0,RIOS ROSAS,N/A,40.44198,-3.7013300000000005,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
IGLESIA,11,1,1,0, 1,est_4_8,8.0,IGLESIA,N/A,40.43492,-3.69898,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
BILBAO,12,1,0,0, 0,est_4_9,9.0,BILBAO,N/A,40.42906,-3.7021800000000002,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
TRIBUNAL,13,1,0,1, 0,est_4_10,10.0,TRIBUNAL,N/A,40.426190000000005,-3.7011,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
GRAN VIA,14,1,0,1, 0,est_4_11,11.0,GRAN VIA,N/A,40.42001,-3.7018,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
SOL,15,1,0,0, 1,est_90_58,58.0,SOL,Plaza de la Puerta del Sol 6,40.41688,-3.7033099999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
TIRSO DE MOLINA,16,1,0,0, 0,est_4_13,13.0,TIRSO DE MOLINA,N/A,40.41235,-3.70466,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ANTON MARTIN,17,1,0,0, 0,est_4_14,14.0,ANTON MARTIN,N/A,40.412459999999996,-3.6993699999999996,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ESTACION DEL ARTE,18,1,0,0, 0,est_4_15,15.0,ESTACION DEL ARTE,N/A,40.40885,-3.6924900000000003,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ATOCHA RENFE,19,1,0,1, 1,est_90_54,54.0,ATOCHA RENFE,Avda de la Ciudad de Barcelona 2 B,40.40659,-3.6894400000000003,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
MENENDEZ PELAYO,20,1,0,0, 0,est_4_17,17.0,MENENDEZ PELAYO,N/A,40.40445,-3.6809800000000004,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PACIFICO,21,1,0,1, 1,est_4_18,18.0,PACIFICO,N/A,40.40126,-3.6751400000000003,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PUENTE DE VALLECAS,22,1,0,0, 0,est_4_19,19.0,PUENTE DE VALLECAS,N/A,40.39819,-3.66906,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
NUEVA NUMANCIA,23,1,0,1, 0,est_4_20,20.0,NUEVA NUMANCIA,N/A,40.395540000000004,-3.66414,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PORTAZGO,24,1,0,1, 0,est_4_21,21.0,PORTAZGO,N/A,40.39266,-3.6586800000000004,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
BUENOS AIRES,25,1,0,1, 0,est_4_22,22.0,BUENOS AIRES,N/A,40.39156,-3.6539099999999998,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ALTO DEL ARENAL,26,1,0,0, 1,est_4_23,23.0,ALTO DEL ARENAL,N/A,40.38977,-3.6452199999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
MIGUEL HERNANDEZ,27,1,1,1, 1,est_4_24,24.0,MIGUEL HERNANDEZ,N/A,40.38732,-3.63951,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
 SIERRA DE GUADALUPE,28,1,1,0, 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metro
VILLA DE VALLECAS,29,1,1,1, 1,est_4_26,26.0,VILLA DE VALLECAS,N/A,40.3796,-3.6213,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
CONGOSTO,30,1,0,0, 1,est_4_27,27.0,CONGOSTO,N/A,40.37238,-3.61884,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LA GAVIA,31,1,0,0, 1,est_4_293,293.0,LA GAVIA,N/A,40.37019,-3.61346,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LAS SUERTES,32,1,0,0, 1,est_4_294,294.0,LAS SUERTES,N/A,40.36323,-3.59953,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
VALDECARROS,33,1,0,0, 1,est_4_295,295.0,VALDECARROS,N/A,40.36007,-3.5931599999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LAS ROSAS,1,2,1,1, 1,est_4_325,325.0,LAS ROSAS,N/A,40.42375,-3.60331,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
AVENIDA DE GUADALAJARA,2,2,1,1, 1,est_4_324,324.0,AVENIDA DE GUADALAJARA,N/A,40.42239,-3.61206,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ALSACIA,3,2,1,1, 1,est_4_323,323.0,ALSACIA,N/A,40.41829,-3.62351,N/A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
LA ALMUDENA,4,2,1,1, 1,est_4_322,322.0,LA ALMUDENA,N/A,40.42361,-3.6391400000000003,N/A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
LA ELIPA,5,2,1,1, 1,est_4_260,260.0,LA ELIPA,N/A,40.42662,-3.6505199999999998,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
VENTAS,6,2,0,0, 0,est_4_28,28.0,VENTAS,N/A,40.43088,-3.6636599999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
MANUEL BECERRA,7,2,0,1, 0,est_4_29,29.0,MANUEL BECERRA,N/A,40.4279,-3.66926,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
GOYA,8,2,1,0, 1,est_4_30,30.0,GOYA,N/A,40.42455,-3.67591,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PRINCIPE DE VERGARA,9,2,0,1, 0,est_4_31,31.0,PRINCIPE DE VERGARA,N/A,40.422940000000004,-3.6801199999999996,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
RETIRO,10,2,0,0, 0,est_4_32,32.0,RETIRO,N/A,40.42031,-3.68624,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
BANCO DE ESPAÑA,11,2,0,0, 0,est_4_33,33.0,BANCO DE ESPAÑA,N/A,40.41922,-3.6949699999999996,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
SEVILLA,12,2,0,0, 0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metro
 SOL,13,2,0,0, 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metro
OPERA,14,2,1,1, 1,est_4_36,36.0,OPERA,N/A,40.41809,-3.7094199999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
SANTO DOMINGO,15,2,0,0, 0,est_4_37,37.0,SANTO DOMINGO,N/A,40.42132,-3.70796,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
NOVICIADO,16,2,0,1, 0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metro
SAN BERNARDO,17,2,0,0, 0,est_4_39,39.0,SAN BERNARDO,N/A,40.430009999999996,-3.70557,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
QUEVEDO,18,2,0,0, 0,est_4_40,40.0,QUEVEDO,N/A,40.43322,-3.70433,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
CANAL,19,2,1,1, 1,est_4_41,41.0,CANAL,N/A,40.43841,-3.70433,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
CUATRO CAMINOS,20,2,1,1, 1,est_4_6,6.0,CUATRO CAMINOS,N/A,40.44697,-3.7039699999999995,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
VILLAVERDE ALTO,1,3,1,1, 1,est_4_273,273.0,VILLAVERDE ALTO,N/A,40.341229999999996,-3.71199,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
SAN CRISTOBAL,2,3,1,1, 1,est_4_272,272.0,SAN CRISTOBAL,N/A,40.34154,-3.6931800000000004,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
VILLAVERDE BAJO-CRUCE,3,3,1,1, 1,est_4_271,271.0,VILLAVERDE BAJO-CRUCE,N/A,40.35089,-3.69265,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
CIUDAD DE LOS ANGELES,4,3,1,1, 1,est_4_270,270.0,CIUDAD DE LOS ANGELES,N/A,40.359590000000004,-3.69363,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
SAN FERMIN-ORCASUR,5,3,1,1, 1,est_4_269,269.0,SAN FERMIN-ORCASUR,N/A,40.36999,-3.6941800000000002,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
HOSPITAL 12 DE OCTUBRE,6,3,1,1, 1,est_4_268,268.0,HOSPITAL 12 DE OCTUBRE,N/A,40.375029999999995,-3.69585,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
ALMENDRALES,7,3,1,0, 1,est_4_267,267.0,ALMENDRALES,N/A,40.38409,-3.6978800000000005,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LEGAZPI,8,3,1,1, 1,est_4_43,43.0,LEGAZPI,N/A,40.39116,-3.6951099999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
DELICIAS,9,3,1,0, 1,est_4_44,44.0,DELICIAS,N/A,40.3999,-3.6942,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PALOS DE LA FRONTERA,10,3,1,0, 1,est_4_45,45.0,PALOS DE LA FRONTERA,N/A,40.40307,-3.69423,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
EMBAJADORES,11,3,1,0, 1,est_4_46,46.0,EMBAJADORES,N/A,40.40513,-3.7026800000000004,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LAVAPIES,12,3,1,0, 1,est_4_47,47.0,LAVAPIES,N/A,40.40851,-3.7009,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
SOL,13,3,0,0, 1,est_90_58,58.0,SOL,Plaza de la Puerta del Sol 6,40.41688,-3.7033099999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
CALLAO,14,3,1,0, 1,est_4_49,49.0,CALLAO,N/A,40.42014,-3.70566,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PLAZA DE ESPAÑA,15,3,1,0, 1,est_4_50,50.0,PLAZA DE ESPAÑA,N/A,40.42342,-3.7112,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
VENTURA RODRIGUEZ,16,3,1,0, 1,est_4_51,51.0,VENTURA RODRIGUEZ,N/A,40.42709,-3.7134099999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
ARGÜELLES,17,3,1,0, 1,est_4_52,52.0,ARGÜELLES,N/A,40.430659999999996,-3.71596,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
MONCLOA,18,3,1,1, 1,est_90_14,14.0,MONCLOA,Plaza de la Moncloa 1,40.43523,-3.71919,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ARGÜELLES,1,4,1,0, 1,est_4_52,52.0,ARGÜELLES,N/A,40.430659999999996,-3.71596,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
SAN BERNARDO,2,4,0,0, 0,est_4_39,39.0,SAN BERNARDO,N/A,40.430009999999996,-3.70557,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
BILBAO,3,4,0,0, 0,est_4_9,9.0,BILBAO,N/A,40.42906,-3.7021800000000002,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ALONSO MARTINEZ,4,4,0,1, 0,est_4_57,57.0,ALONSO MARTINEZ,N/A,40.42772,-3.6959400000000002,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
COLON,5,4,0,0, 0,est_4_58,58.0,COLON,N/A,40.42542,-3.69101,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
SERRANO,6,4,0,0, 0,est_4_59,59.0,SERRANO,N/A,40.42543,-3.68663,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
VELAZQUEZ,7,4,0,0, 0,est_4_60,60.0,VELAZQUEZ,N/A,40.42503,-3.6829199999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
GOYA,8,4,1,0, 1,est_4_30,30.0,GOYA,N/A,40.42455,-3.67591,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
LISTA,9,4,0,0, 0,est_4_62,62.0,LISTA,N/A,40.42917,-3.67541,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
DIEGO DE LEON,10,4,0,1, 0,est_4_63,63.0,DIEGO DE LEON,N/A,40.43468,-3.67495,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
AVENIDA DE AMERICA,11,4,0,1, 0,est_90_4,4.0,AVENIDA DE AMERICA,Avda de América 9 A,40.43803,-3.6766900000000002,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PROSPERIDAD,12,4,0,1, 0,est_4_65,65.0,PROSPERIDAD,N/A,40.44419,-3.6748199999999995,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ALFONSO XIII,13,4,0,1, 0,est_4_66,66.0,ALFONSO XIII,N/A,40.44825,-3.66791,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
AVENIDA DE LA PAZ,14,4,0,1, 0,est_4_67,67.0,AVENIDA DE LA PAZ,N/A,40.453540000000004,-3.6611800000000003,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ARTURO SORIA,15,4,0,1, 0,est_4_68,68.0,ARTURO SORIA,N/A,40.45583,-3.6561800000000004,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ESPERANZA,16,4,0,1, 0,est_4_69,69.0,ESPERANZA,N/A,40.45945,-3.6458199999999996,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
CANILLAS,17,4,1,1, 1,est_4_70,70.0,CANILLAS,N/A,40.463809999999995,-3.6356,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
MAR DE CRISTAL,18,4,1,1, 1,est_4_71,71.0,MAR DE CRISTAL,N/A,40.469429999999996,-3.6383199999999998,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
SAN LORENZO,19,4,1,1, 1,est_4_72,72.0,SAN LORENZO,N/A,40.474470000000004,-3.6395800000000005,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PARQUE DE SANTA MARIA,20,4,1,1, 1,est_4_73,73.0,PARQUE DE SANTA MARIA,N/A,40.477109999999996,-3.6452400000000003,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
HORTALEZA,21,4,1,1, 1,est_4_264,264.0,HORTALEZA,N/A,40.47537,-3.65257,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
MANOTERAS,22,4,1,1, 1,est_4_265,265.0,MANOTERAS,N/A,40.47687,-3.6629,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
PINAR DE CHAMARTIN,23,4,0,0, 1,est_4_263,263.0,PINAR DE CHAMARTIN,N/A,40.480140000000006,-3.6668,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
ALAMEDA DE OSUNA,1,5,0,0, 1,est_4_252,252.0,ALAMEDA DE OSUNA,N/A,40.45779,-3.5875199999999996,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
EL CAPRICHO,2,5,0,0, 1,est_4_253,253.0,EL CAPRICHO,N/A,40.45347,-3.59401,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
CANILLEJAS,3,5,0,1, 0,est_4_74,74.0,CANILLEJAS,N/A,40.44942,-3.60816,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
TORRE ARIAS,4,5,0,0, 0,est_4_75,75.0,TORRE ARIAS,N/A,40.443740000000005,-3.61699,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
SUANZES,5,5,0,0, 0,est_4_76,76.0,SUANZES,N/A,40.44085,-3.62684,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
CIUDAD LINEAL,6,5,0,0, 0,est_4_77,77.0,CIUDAD LINEAL,N/A,40.43805,-3.63816,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PUEBLO NUEVO,7,5,1,0, 1,est_4_78,78.0,PUEBLO NUEVO,N/A,40.43569,-3.6428199999999995,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
QUINTANA,8,5,0,0, 0,est_4_79,79.0,QUINTANA,N/A,40.43358,-3.64736,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
EL CARMEN,9,5,0,1, 0,est_4_80,80.0,EL CARMEN,N/A,40.43189,-3.6575699999999998,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
VENTAS,10,5,0,0, 0,est_4_28,28.0,VENTAS,N/A,40.43088,-3.6636599999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
DIEGO DE LEON,11,5,0,1, 0,est_4_63,63.0,DIEGO DE LEON,N/A,40.43468,-3.67495,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
NUÑEZ DE BALBOA,12,5,0,1, 0,est_4_83,83.0,NUÑEZ DE BALBOA,N/A,40.43278,-3.68258,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
RUBEN DARIO,13,5,0,0, 0,est_4_84,84.0,RUBEN DARIO,N/A,40.43316,-3.68954,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ALONSO MARTINEZ,14,5,0,1, 0,est_4_57,57.0,ALONSO MARTINEZ,N/A,40.42772,-3.6959400000000002,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
CHUECA,15,5,0,1, 0,est_4_86,86.0,CHUECA,N/A,40.42293,-3.6976199999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
GRAN VIA,16,5,0,1, 0,est_4_11,11.0,GRAN VIA,N/A,40.42001,-3.7018,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
CALLAO,17,5,1,0, 1,est_4_49,49.0,CALLAO,N/A,40.42014,-3.70566,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,2.0,metro
OPERA,18,5,1,1, 1,est_4_36,36.0,OPERA,N/A,40.41809,-3.7094199999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
LA LATINA,19,5,0,1, 0,est_4_90,90.0,LA LATINA,N/A,40.41128,-3.70816,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
PUERTA DE TOLEDO,20,5,0,0, 0,est_4_91,91.0,PUERTA DE TOLEDO,N/A,40.40704,-3.71105,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
ACACIAS,21,5,0,0, 0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metro
 PIRAMIDES,22,5,1,1, 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metro
MARQUES DE VADILLO,23,5,0,0, 0,est_4_94,94.0,MARQUES DE VADILLO,N/A,40.39736,-3.71596,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
URGEL,24,5,0,0, 0,est_4_95,95.0,URGEL,N/A,40.39335,-3.7236,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
OPORTO,25,5,0,1, 0,est_4_96,96.0,OPORTO,N/A,40.388459999999995,-3.7313199999999997,A,http://www.crtm.es,1.0,N/A,Europe/Madrid,0.0,metro
